Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
A3KMH1,KO_vs_WT,0.10475909443553,0.408193574980279,0.256640723560117,6,0.806029538837235,0.999774437519936,,0.720588235294118,0.191176470588235
A3KN83,KO_vs_WT,0.890621846216195,0.338379852149732,2.63201795425485,6,0.0389542486976135,0.999774437519936,,0.395833333333333,0.0416666666666667
A4D1E9,KO_vs_WT,-0.718520057020958,0.310596190839943,-2.31335759488186,6,0.0599922505601724,0.999774437519936,,0.625,0.196428571428571
A4D1P6,KO_vs_WT,-0.186654782056913,0.107882716166286,-1.73016391030803,6,0.134324466065187,0.999774437519936,,0.516666666666667,0.00833333333333333
A4D1U4,KO_vs_WT,-0.154433839631085,0.185995401170966,-0.830309989703084,6,0.438146219676096,0.999774437519936,,0.59375,0.0833333333333333
A5PLL1,KO_vs_WT,-0.160773063155271,0.563368366377536,-0.285378222758661,5,0.786798407819116,0.999774437519936,,0.416666666666667,0
A5PLL7,KO_vs_WT,0.13908856524513,0.427422469546874,0.325412385063852,2,0.775758543931277,0.999774437519936,,0.5625,0.0625
A5PLN9,KO_vs_WT,0.150141645123163,0.218709707413363,0.686488253762757,6,0.518041342403788,0.999774437519936,,0,0
A5YKK6,KO_vs_WT,-0.0353017684547201,0.227380723399811,-0.155254007142232,6,0.881712394785134,0.999774437519936,,0.625,0.025
A6NC86,KO_vs_WT,-0.555028884614744,0.646932267679075,-0.857939713852824,1,0.548582178569798,0.999774437519936,,0.875,0
A6NC98,KO_vs_WT,0.175760350189455,0.127908379482321,1.37411130451972,6,0.218528047400337,0.999774437519936,,0.59837962962963,0.0266203703703704
A6NDG6,KO_vs_WT,0.116770073893093,0.373389296822199,0.312730104710785,6,0.765070095303153,0.999774437519936,,0.555555555555556,0
A6NDU8,KO_vs_WT,-0.156380083305386,0.382086338620414,-0.40927944157863,6,0.696543922895012,0.999774437519936,,0.756944444444445,0.0902777777777778
A6NED2,KO_vs_WT,0.357691562073992,0.276079056079888,1.29561281160889,6,0.2427177974983,0.999774437519936,,0.766666666666667,0.1
A6NFI3,KO_vs_WT,0.580962624719034,0.3571196167761,1.62680121009223,6,0.154903798737234,0.999774437519936,,0.520833333333333,0.0208333333333333
A6NHR9,KO_vs_WT,0.178445805534972,0.143013971693094,1.24775085554518,6,0.258610635264281,0.999774437519936,,0.612684729064039,0.0369458128078818
A6NHX0,KO_vs_WT,-0.768018909461163,0.759420743569737,-1.01132200557363,2,0.418316496230831,0.999774437519936,,0.666666666666667,0
A6NI15,KO_vs_WT,0.224621155133688,0.345256000713233,0.65059305173455,3,0.561693263108929,0.999774437519936,,0.583333333333333,0
A6NIH7,KO_vs_WT,0.249416428507803,0.192664471727283,1.29456368510356,6,0.243056690267173,0.999774437519936,,0.583333333333333,0.0138888888888889
A6NJ78,KO_vs_WT,-0.461004944559708,0.633150163887368,-0.728113125217032,2,0.542252654060606,0.999774437519936,,0.5,0
A6NJG2,KO_vs_WT,-0.252600003477235,0.379471323645297,-0.665662957218206,6,0.530370033264737,0.999774437519936,,0.56875,0.09375
A6NK58,KO_vs_WT,1.23901581469881,0.231481884280075,5.35253900559964,2,0.0331771358078214,0.999774437519936,,0.833333333333333,0
A6NM28,KO_vs_WT,0.129791375023688,0.533984712701791,0.243061967761184,4,0.819913002230935,0.999774437519936,,0.375,0.125
A6NNC1,KO_vs_WT,0.480312862833195,0.31065412146452,1.54613388217369,6,0.173031032405907,0.999774437519936,,0.25,0.208333333333333
A6ZKI3,KO_vs_WT,0.133849078758735,0.409671721027052,0.326722768228117,6,0.754974237965058,0.999774437519936,,0.6875,0.1875
A8CG34,KO_vs_WT,0.172064178984453,0.267616242759885,0.642951179681701,6,0.544028712210408,0.999774437519936,,0.605603448275862,0.0668103448275862
A8K2U0,KO_vs_WT,-1.64101382094468,0.901730180978275,-1.81985016755718,6,0.118644947797238,0.999774437519936,,0.690625,0.1640625
A8MTL9,KO_vs_WT,-0.030403068056816,0.725890887300919,-0.0418837990512098,1,0.973351520820712,0.999774437519936,,0.75,0
A8MW92,KO_vs_WT,0.376735484205997,0.196098523859323,1.92115410555696,6,0.103101015103409,0.999774437519936,,0.5625,0.0625
A8MXV4,KO_vs_WT,0.0872408672276494,0.271655966158825,0.321144675970944,6,0.758992673440478,0.999774437519936,,0.49375,0.04375
A9UHW6,KO_vs_WT,-0.407462997441923,0.389365818838788,-1.04647860117025,6,0.335654756573931,0.999774437519936,,0.578125,0.078125
B0I1T2,KO_vs_WT,0.610575521950552,0.334511481866494,1.82527522984768,6,0.117756520211119,0.999774437519936,,0.641304347826087,0.16304347826087
B2RUZ4,KO_vs_WT,-0.137066126634644,0.220379633973012,-0.621954597907305,4,0.567667353276033,0.999774437519936,,0.625,0.075
B3SHH9,KO_vs_WT,-Inf,,,,,0,oneConditionMissing,,
B7ZBB8,KO_vs_WT,0.0163102599246288,0.301538417743304,0.0540901555652306,6,0.958619388723579,0.999774437519936,,0.347222222222222,0
C4AMC7;Q6VEQ5,KO_vs_WT,-0.0626656814348895,0.244578575338167,-0.256219014066317,6,0.806340260155579,0.999774437519936,,0.60625,0.04375
C9J798;O43374,KO_vs_WT,0.641391936857738,0.371327743496256,1.72729333612048,6,0.134858437840432,0.999774437519936,,0.571428571428571,0.142857142857143
C9JRZ8,KO_vs_WT,-0.747534947374097,0.619216145935473,-1.20722780289388,4,0.29384823249092,0.999774437519936,,0.5,0
E9PRG8,KO_vs_WT,0.423454873335823,0.461779705589406,0.917006243908736,6,0.394503975866175,0.999774437519936,,0.523809523809524,0
L0R6Q1,KO_vs_WT,-0.193632759374655,0.364419649032735,-0.531345551450389,6,0.614265534110944,0.999774437519936,,0.611111111111111,0.166666666666667
O00115,KO_vs_WT,0.0249335935613419,0.329316276806619,0.0757132134588762,6,0.942108661157633,0.999774437519936,,0.555555555555556,0
O00116,KO_vs_WT,0.142738634316875,0.386797120907296,0.369027137487626,6,0.724779778632485,0.999774437519936,,0.62890625,0.015625
O00142,KO_vs_WT,-0.00217524154510467,0.199334554135539,-0.010912516169302,6,0.991647038279665,0.999774437519936,,0.506944444444445,0.0555555555555556
O00148,KO_vs_WT,0.756866216661103,0.507673883219984,1.49085119734855,6,0.186591518333875,0.999774437519936,,0.4375,0.104166666666667
O00151,KO_vs_WT,0.844303289631007,0.460609296328868,1.83301400201916,2,0.208254133068681,0.999774437519936,,0.5,0
O00154,KO_vs_WT,0.198923962267318,0.268503183947049,0.740862582495658,6,0.48674783154313,0.999774437519936,,0.722222222222222,0.0555555555555556
O00159,KO_vs_WT,-0.271769693537224,0.351895641669937,-0.77230195931819,6,0.469253916636736,0.999774437519936,,0.617647058823529,0
O00160,KO_vs_WT,0.0821938210760587,0.142423153472639,0.577109964721074,6,0.584852569502554,0.999774437519936,,0.622933884297521,0.0175619834710744
O00161,KO_vs_WT,0.0876304413179155,0.270130487952055,0.324400411009766,6,0.756646242896549,0.999774437519936,,0.616935483870968,0.0483870967741936
O00165,KO_vs_WT,0.0188105264168747,0.383925616265435,0.0489952366290391,6,0.962513330892015,0.999774437519936,,0.578703703703704,0.0601851851851852
O00170,KO_vs_WT,0.161348299861907,0.209532601434431,0.770039119246068,6,0.470498217178441,0.999774437519936,,0.541666666666667,0
O00182,KO_vs_WT,0.279938957374618,0.229877440125781,1.21777481609959,6,0.269022751700095,0.999774437519936,,0.568877551020408,0.0790816326530612
O00186,KO_vs_WT,0.0520488976796264,0.334710596755477,0.155504182371766,6,0.881523566973487,0.999774437519936,,0.605769230769231,0.0416666666666667
O00189,KO_vs_WT,-0.253835766699408,0.335095848812061,-0.757501973239222,4,0.490922626536982,0.999774437519936,,0.5,0
O00203,KO_vs_WT,0.0357768375181259,0.179415538198278,0.199407687190324,6,0.848529994493011,0.999774437519936,,0.6325,0.0275
O00204,KO_vs_WT,-3.09842094827591,1.24779501737903,-2.48311694238376,3,0.0890240910277655,0.999774437519936,,0.583333333333333,0
O00206,KO_vs_WT,-0.129227114051713,0.255178653117423,-0.506418199457492,3,0.64743580695959,0.999774437519936,,0.5625,0.1875
O00214,KO_vs_WT,-0.112545462493907,0.250786992686258,-0.448769137858376,6,0.669350927584719,0.999774437519936,,0.625,0.196969696969697
O00217,KO_vs_WT,-0.104128206163138,0.378051183820764,-0.275434149182577,6,0.792222527950007,0.999774437519936,,0.566666666666667,0.0916666666666667
O00221,KO_vs_WT,-0.937947642656711,0.657859760734449,-1.42575621529058,6,0.203826134899949,0.999774437519936,,0.708333333333333,0.0416666666666667
O00231,KO_vs_WT,0.371449709114173,0.217130287515861,1.71072268804065,6,0.137981456267588,0.999774437519936,,0,0
O00232,KO_vs_WT,0.369202741217381,0.202177360797937,1.82613295455159,6,0.117616659186803,0.999774437519936,,0.66796875,0.03515625
O00233,KO_vs_WT,-0.00261623586007155,0.233307495702901,-0.0112136811215149,6,0.991416523344646,0.999774437519936,,0.580357142857143,0
O00244,KO_vs_WT,-0.679780400719021,0.408479526730691,-1.66417251351546,6,0.147134524652802,0.999774437519936,,0.625,0.125
O00255,KO_vs_WT,-0.0930015303138399,0.233197844467916,-0.398809562438453,6,0.70383951000175,0.999774437519936,,0.333333333333333,0
O00257,KO_vs_WT,0.270940238954857,0.732374443795242,0.369947697179077,3,0.735995059644397,0.999774437519936,,0.583333333333333,0
O00264,KO_vs_WT,-0.783267366511243,0.453938013777797,-1.72549410434407,6,0.135194176514778,0.999774437519936,,0.208333333333333,0.0416666666666667
O00267,KO_vs_WT,0.257637592661031,0.139948525190487,1.84094539267459,6,0.115227089270561,0.999774437519936,,0.566176470588235,0.00735294117647059
O00268,KO_vs_WT,-0.0456155729145876,0.254955062889838,-0.178916128974059,6,0.863892222218419,0.999774437519936,,0.615384615384615,0.0881410256410256
O00273,KO_vs_WT,-0.0172870180832044,0.28534219277206,-0.0605834626672747,6,0.953658516050306,0.999774437519936,,0.55188679245283,0.00471698113207547
O00287,KO_vs_WT,0.0290737670960341,0.35547979300839,0.0817873973932123,6,0.937475872168133,0.999774437519936,,0,0
O00291,KO_vs_WT,0.296233646802591,1.13361862669541,0.261316848388541,1,0.837279267717614,0.999774437519936,,0.75,0
O00299,KO_vs_WT,-0.31444518324588,0.509442414634581,-0.617234007638388,6,0.55975952860523,0.999774437519936,,0.6484375,0.0234375
O00303,KO_vs_WT,-0.089857397721583,0.616343055336737,-0.145791206607317,5,0.889781507682091,0.999774437519936,,0.458333333333333,0.0416666666666667
O00305,KO_vs_WT,-0.699157290823507,0.00597293751049044,-117.054178048164,1,0.00543854389504594,0.999774437519936,,0.625,0
O00308,KO_vs_WT,-0.493587424421193,0.413098877077933,-1.19484087662643,6,0.277232640235783,0.999774437519936,,0.416666666666667,0.25
O00329,KO_vs_WT,0.0836398573635673,0.165132699703635,0.506500877861722,6,0.630574203110717,0.999774437519936,,0.590909090909091,0.0909090909090909
O00330,KO_vs_WT,-0.245745325815531,0.266595241877573,-0.921791867269646,6,0.392194459317504,0.999774437519936,,0.579166666666667,0.0458333333333333
O00391,KO_vs_WT,-1.09517829254173,0.975447012616449,-1.12274503727694,1,0.463229215345593,0.999774437519936,,0.875,0
O00400,KO_vs_WT,0.0407306587388153,0.209495629243111,0.194422474998508,6,0.852260924251436,0.999774437519936,,0.701388888888889,0.0902777777777778
O00409,KO_vs_WT,-0.508455606400855,0.299184323001539,-1.69947275746209,6,0.140141622309658,0.999774437519936,,0.694444444444445,0.0277777777777778
O00410,KO_vs_WT,0.296346303874204,0.175846415109436,1.68525644204788,6,0.142918307689353,0.999774437519936,,0.555555555555556,0
O00418,KO_vs_WT,0.136598517975174,0.30284044185082,0.451057715872912,4,0.675319419749946,0.999774437519936,,0.708333333333333,0.125
O00421,KO_vs_WT,-0.198505425477755,1.07678388498452,-0.184350293727332,1,0.883941995365352,0.999774437519936,,0.875,0
O00422,KO_vs_WT,-1.48861608015117,0.604254515121959,-2.46355805856199,6,0.0488829283752956,0.999774437519936,,0.520833333333333,0.166666666666667
O00423,KO_vs_WT,0.332052744251492,0.160001629738984,2.07530851275191,6,0.0832735340073678,0.999774437519936,,0.615384615384615,0.0336538461538462
O00425,KO_vs_WT,0.113156364045864,0.151708958420327,0.745877931165746,6,0.483927446589992,0.999774437519936,,0.611111111111111,0
O00429,KO_vs_WT,-0.076771518230253,0.151240738000769,-0.507611370091718,6,0.629840258544106,0.999774437519936,,0.677083333333333,0.0104166666666667
O00442,KO_vs_WT,0.147948138480831,0.181718695162625,0.814160251087144,6,0.446653619842843,0.999774437519936,,0.520833333333333,0.0357142857142857
O00443,KO_vs_WT,0.755877741315518,0.266701981989177,2.83416619433369,6,0.0297942760346106,0.999774437519936,,0.541666666666667,0.197916666666667
O00453,KO_vs_WT,0.108536410442613,0.393184044583399,0.276044798708996,6,0.791775250716622,0.999774437519936,,0.166666666666667,0
O00461,KO_vs_WT,0.315383259901035,0.329587812513079,0.956902069576737,6,0.375567678049611,0.999774437519936,,0.569444444444445,0.166666666666667
O00462,KO_vs_WT,0.120947250094868,0.189861503005279,0.637028824592763,6,0.547626569723706,0.999774437519936,,0.660714285714286,0.0148809523809524
O00471,KO_vs_WT,0.204401215929971,0.233966516954428,0.873634478089804,5,0.422285650781213,0.999774437519936,,0.7625,0.1125
O00479,KO_vs_WT,0.0168978574164555,0.706452688253167,0.0239193051388035,6,0.981692632689483,0.999774437519936,,0.541666666666667,0.0833333333333333
O00483,KO_vs_WT,-0.517659919148463,0.317329111862532,-1.63130295896934,6,0.153947461771347,0.999774437519936,,0.5,0
O00488,KO_vs_WT,-0.282020474208573,0.878097201003883,-0.321172273281539,3,0.769154343068531,0.999774437519936,,0.725,0.1
O00499,KO_vs_WT,-0.371464532813184,0.273701522066652,-1.35718840731446,6,0.223551352044216,0.999774437519936,,0.48,0
O00505,KO_vs_WT,-0.00646495734841971,0.125757446554565,-0.0514081473943939,6,0.960669044110669,0.999774437519936,,0,0
O00506,KO_vs_WT,0.926057488041185,0.154928194931471,5.97733348956145,6,0.000983872808780983,0.999774437519936,,0.375,0
O00519,KO_vs_WT,Inf,,,,,0,oneConditionMissing,,
O00522,KO_vs_WT,-0.66207036295382,0.632809307770868,-1.04623992539874,2,0.405259153432445,0.999774437519936,,0.5,0
O00534,KO_vs_WT,0.0232228177812537,0.178843467170635,0.129849964042001,6,0.900928966551137,0.999774437519936,,0.575757575757576,0.0132575757575758
O00541,KO_vs_WT,0.029361973917682,0.242681251434534,0.120989873523883,6,0.907649168945479,0.999774437519936,,0.575,0.0571428571428571
O00560,KO_vs_WT,0.0875311797015787,0.197621968682735,0.442922314179059,6,0.673343962723138,0.999774437519936,,0.533333333333333,0
O00562,KO_vs_WT,0.0270044613122034,0.263843255797414,0.102350394481708,6,0.921813508410349,0.999774437519936,,0.587837837837838,0.0912162162162162
O00566,KO_vs_WT,-0.14125460657126,0.270951348568058,-0.521328302360451,6,0.620812836884774,0.999774437519936,,0.6640625,0.03125
O00567,KO_vs_WT,0.176296235790872,0.285017152702443,0.6185460563313,6,0.558950234023246,0.999774437519936,,0.534375,0.0046875
O00571,KO_vs_WT,-0.00272533611757348,0.150572260587328,-0.0180998552252781,6,0.986146066961965,0.999774437519936,,0.581521739130435,0.0108695652173913
O00584,KO_vs_WT,-0.206694751160961,0.3572402230206,-0.578587566129256,6,0.583916817249844,0.999774437519936,,0.588541666666667,0.0364583333333333
O00623,KO_vs_WT,0.652184300377948,0.394370996317944,1.65373292272273,5,0.159088384671612,0.999774437519936,,0.638888888888889,0.125
O00625,KO_vs_WT,0.393286024441051,0.325270806287926,1.20910335891909,6,0.272101900667274,0.999774437519936,,0.458333333333333,0.125
O00629,KO_vs_WT,0.41647709765559,0.619341214115828,0.672451773212207,5,0.531114542071225,0.999774437519936,,0.708333333333333,0
O00635,KO_vs_WT,0.129581390694254,0.152856839991045,0.847730403833058,6,0.429102348000782,0.999774437519936,,0.578571428571429,0.025
O00712,KO_vs_WT,0.136810900798938,0.0287570185415439,4.75747861696071,1,0.131894444760147,0.999774437519936,,0.75,0
O00750,KO_vs_WT,0.526599144968984,0.166585672425926,3.16113107027942,6,0.0195370009625575,0.999774437519936,,0.661764705882353,0.132352941176471
O00754,KO_vs_WT,0.105560116545455,0.108851284102265,0.969764550010099,6,0.369615850111205,0.999774437519936,,0.629310344827586,0.0373563218390805
O00757,KO_vs_WT,-0.0199674695887566,0.149073412834277,-0.133943868387545,6,0.897826821548943,0.999774437519936,,0,0
O00764,KO_vs_WT,0.0991404904861103,0.172725578520199,0.573976890600001,6,0.58683963605127,0.999774437519936,,0.633254716981132,0.0153301886792453
O14494,KO_vs_WT,-0.129477824938754,0.320234517036785,-0.404321889273046,3,0.713074832548595,0.999774437519936,,0.833333333333333,0.0416666666666667
O14497,KO_vs_WT,-0.305182371822316,0.140404013191174,-2.17360148678073,6,0.0726999377773347,0.999774437519936,,0.641509433962264,0.0165094339622642
O14523,KO_vs_WT,0.033332046408854,0.322487619939245,0.103359150391986,6,0.921046086871509,0.999774437519936,,0.685,0.045
O14524,KO_vs_WT,0.339817921626346,0.387007486797851,0.87806549800378,6,0.413683384814081,0.999774437519936,,0.7,0.1
O14526,KO_vs_WT,0.824805708863126,0.297269050636697,2.77461009511935,3,0.069301375948128,0.999774437519936,,0.84375,0
O14530,KO_vs_WT,-0.144595876021139,0.200154519245286,-0.722421240181637,6,0.497214693511892,0.999774437519936,,0.625,0.158333333333333
O14544,KO_vs_WT,-0.0619031122879584,0.231829038738798,-0.267020527819661,6,0.798393931717619,0.999774437519936,,0.5,0
O14545,KO_vs_WT,0.0869281349956669,0.157077976969349,0.553407528368088,6,0.599982891288065,0.999774437519936,,0.660714285714286,0.0178571428571429
O14548,KO_vs_WT,-0.515020276757211,0.354767905990113,-1.45171045086464,6,0.196785230173566,0.999774437519936,,0.520833333333333,0.0208333333333333
O14562,KO_vs_WT,-0.179809953509591,0.280016619902946,-0.642140290001047,6,0.544520450974213,0.999774437519936,,0.520833333333333,0.0208333333333333
O14569,KO_vs_WT,0.0608777584599524,0.276158951096611,0.220444632405397,6,0.832834460816502,0.999774437519936,,0.625,0
O14579,KO_vs_WT,-0.294109382915969,0.398380502560638,-0.738262492831719,6,0.488214412674642,0.999774437519936,,0.644021739130435,0.0516304347826087
O14593,KO_vs_WT,0.123355416589595,0.408241017750007,0.302163210520735,5,0.774692887392188,0.999774437519936,,0.75,0.1875
O14617,KO_vs_WT,0.256662876271512,0.109600650448178,2.34180066652861,6,0.0577016692606289,0.999774437519936,,0.65625,0.0645833333333333
O14618,KO_vs_WT,-0.343070274060738,0.357083615334775,-0.960756134775607,6,0.373776474777277,0.999774437519936,,0.425,0.0166666666666667
O14641,KO_vs_WT,0.276109120965151,0.593370570235313,0.465323247925246,3,0.673396920763191,0.999774437519936,,0.583333333333333,0
O14646,KO_vs_WT,0.124084383130919,0.269651131972819,0.460166372093801,6,0.661601333514177,0.999774437519936,,0.625,0.0875
O14647,KO_vs_WT,0.243018117677426,0.309462593529114,0.785290767798607,6,0.462156206383183,0.999774437519936,,0.1875,0.1875
O14653,KO_vs_WT,-0.192185196468091,0.479037105671694,-0.401190626347439,6,0.702177270973919,0.999774437519936,,0.635416666666667,0.0520833333333333
O14656,KO_vs_WT,-0.127142883977773,0.234065939411309,-0.543192590504816,6,0.606572276910873,0.999774437519936,,0.538194444444445,0.0347222222222222
O14657,KO_vs_WT,0.371624545756182,0.215045969601854,1.72811676705323,6,0.134705055662949,0.999774437519936,,0.666666666666667,0.03125
O14662,KO_vs_WT,1.46725656440502,0.711779467592815,2.0613920901191,6,0.0848927256321521,0.999774437519936,,0.625,0.125
O14672,KO_vs_WT,0.133505450531132,0.250575886501698,0.53279448551498,6,0.613321701277728,0.999774437519936,,0.569444444444445,0.0694444444444445
O14678,KO_vs_WT,0.00662095925750864,0.425952793999742,0.0155438803331635,5,0.988199448305439,0.999774437519936,,0.691666666666667,0.158333333333333
O14681,KO_vs_WT,0.0685058386256846,0.257567970367731,0.265971885121735,6,0.79916424371172,0.999774437519936,,0,0
O14686,KO_vs_WT,-0.184832583798574,0.199233223058219,-0.927719689323918,6,0.389348126119228,0.999774437519936,,0.6875,0.0965909090909091
O14727,KO_vs_WT,0.086475760308857,0.126954137200027,0.681157481087891,6,0.521179254225464,0.999774437519936,,0.630154639175258,0.0399484536082474
O14732,KO_vs_WT,0.124473575718579,0.72815494710966,0.170943802843975,5,0.870970392073357,0.999774437519936,,0.666666666666667,0.104166666666667
O14733,KO_vs_WT,0.328677880598652,0.31478137744136,1.04414652248569,3,0.373147654448609,0.999774437519936,,0.791666666666667,0
O14734,KO_vs_WT,0.112360147522745,0.251424813361514,0.44689363003001,6,0.670630507403908,0.999774437519936,,0.703125,0.078125
O14735,KO_vs_WT,0.104277451743851,0.338172179334953,0.308356092298671,6,0.768236514236396,0.999774437519936,,0.614583333333333,0.03125
O14737,KO_vs_WT,0.223496171107554,0.427218377085945,0.523142690237299,6,0.619624096386259,0.999774437519936,,0.696428571428571,0.125
O14744,KO_vs_WT,0.0373270984616854,0.194789226208849,0.191628146936957,6,0.854354038777696,0.999774437519936,,0.510416666666667,0
O14745,KO_vs_WT,-0.300209462916751,0.188354323799493,-1.59385490527061,6,0.162077688073258,0.999774437519936,,0.602272727272727,0.00568181818181818
O14772,KO_vs_WT,0.238046901880224,0.236919253673022,1.00475963092792,6,0.353798586627063,0.999774437519936,,0.657051282051282,0.0897435897435897
O14773,KO_vs_WT,0.0807509479652534,0.267295197209506,0.302103998905602,6,0.772771014156622,0.999774437519936,,0.585714285714286,0
O14776,KO_vs_WT,-0.0822743549826298,0.291696671184042,-0.282054487110413,6,0.787378045718868,0.999774437519936,,0.602272727272727,0.0568181818181818
O14782,KO_vs_WT,-0.607059654670197,0.52380412094924,-1.15894402199448,5,0.298816718618709,0.999774437519936,,0.5,0.0833333333333333
O14787,KO_vs_WT,0.207506519388874,0.37483582195847,0.553593085913398,6,0.59986357290455,0.999774437519936,,0.7,0.1
O14802,KO_vs_WT,-0.00141775869735333,0.120232433022269,-0.011791815749838,6,0.990974015368609,0.999774437519936,,0.654320987654321,0.0447530864197531
O14818,KO_vs_WT,0.395510470139542,0.140899682905945,2.80703591365466,6,0.0308764482564641,0.999774437519936,,0.0416666666666666,0.0416666666666667
O14828,KO_vs_WT,0.081134042069134,0.215477097089243,0.376532091647454,6,0.719477419006466,0.999774437519936,,0.6625,0.0125
O14841,KO_vs_WT,-0.00957686131824662,0.171664816473149,-0.0557881429346041,6,0.957321923936685,0.999774437519936,,0.595833333333333,0.025
O14867,KO_vs_WT,0.507159720547187,0.129111477641162,3.92807618511447,6,0.0077298254990037,0.999774437519936,,0.573529411764706,0.0367647058823529
O14874,KO_vs_WT,-0.395807756370201,0.818285355581883,-0.483703824919049,6,0.645742353073663,0.999774437519936,,0.375,0
O14879,KO_vs_WT,0.421289602884189,0.272021702153681,1.54873526468185,6,0.17241632598788,0.999774437519936,,0.631578947368421,0.043859649122807
O14880,KO_vs_WT,-0.150754137865587,0.210906700222478,-0.71479065248549,6,0.501589782547016,0.999774437519936,,0.45,0
O14907,KO_vs_WT,-0.272550754305421,0.754898401064649,-0.361042961438303,6,0.730439129065225,0.999774437519936,,0,0
O14908,KO_vs_WT,0.17125972373176,0.132950892237503,1.28814271833409,6,0.245139978671817,0.999774437519936,,0.525,0.0583333333333333
O14920,KO_vs_WT,-0.0638736202784601,0.187834387742955,-0.340052857445193,6,0.745405485182343,0.999774437519936,,0.610416666666667,0.00416666666666667
O14924,KO_vs_WT,0.126267647988749,0.210207639283655,0.600680586200593,6,0.570031513796168,0.999774437519936,,0.729166666666667,0.0625
O14925,KO_vs_WT,-0.225684576430311,0.486237114872955,-0.464145104368016,5,0.662051070892376,0.999774437519936,,0.6875,0.125
O14929,KO_vs_WT,-0.251176281219734,0.403216569336713,-0.622931447566543,6,0.556250477064776,0.999774437519936,,0.583333333333333,0.0729166666666667
O14933,KO_vs_WT,-0.0728747829011056,0.29055019739181,-0.250816497649228,6,0.810324315849644,0.999774437519936,,0.657407407407407,0.0231481481481482
O14939,KO_vs_WT,0.369393716657219,0.434028627933238,0.851081456115467,6,0.427378469423773,0.999774437519936,,0.611111111111111,0.277777777777778
O14948,KO_vs_WT,0.825374615165622,0.595337548007929,1.38639771324255,6,0.2149453796178,0.999774437519936,,0.375,0
O14949,KO_vs_WT,0.329777125120144,0.481108908182766,0.68545212842924,6,0.51865027877999,0.999774437519936,,0.305555555555556,0.0833333333333333
O14958,KO_vs_WT,-1.62213271629108,1.45006144113729,-1.11866481672585,2,0.379611061505195,0.999774437519936,,0.666666666666667,0
O14964,KO_vs_WT,-0.239246436471164,0.222304494642644,-1.07621052311945,6,0.323191606869911,0.999774437519936,,0.541666666666667,0.03125
O14966,KO_vs_WT,0.0693802061386646,0.323922435298895,0.214187714644233,6,0.837494267809725,0.999774437519936,,0,0
